activity_id,name,category,sector,source,unit_type
consumer_goods-type_all_other_miscellaneous,All other miscellaneous manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_all_other_miscellaneous_food,All other miscellaneous food manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_all_other_miscellaneous_textile_product_mills,All other miscellaneous textile product mills,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_all_other_miscellaneous_wood_products,All other miscellaneous wood product manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_all_other_publishers,All other publishers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_all_other_specialty_food_stores,All other specialty food stores,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_all_other_support_activities_for_transportation,All other support activities for transportation,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_almond_coconut_milk-origin_region_multi_region,Almond coconut milk,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Volume
consumer_goods-type_almonds_ldpe_bag-origin_region_multi_region,Almonds LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_amusement_and_recreational_services,Amusement and recreational services,Recreation and Culture,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_amusement_and_theme_parks,Amusement and theme parks,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_amusement_parks_arcades,Amusement arcades,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_amusement_parks_arcades,Amusement parks and arcades,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_animal_except_poultry_slaughtering,Animal (except poultry) slaughtering,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_apparel_accessories_and_other_apparel,Apparel accessories and other apparel manufacturing,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_apples_and_pears_fresh_or_chilled,Apples and pears (fresh or chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_appliance_repair_and_maintenance,Appliance repair and maintenance,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_artichoke_hearts_ldpe_bag-origin_region_multi_region,Artichoke hearts LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_articles_for_personal_hygiene,Articles for personal hygiene,Personal Care and Accessories,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_arts_entertainment_and_recreation_services_provided_by_non_profit_institutions_serving_households,Arts / entertainment and recreation services provided by non-profit institutions serving households,Recreation and Culture,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_avocados_ldpe_bag-origin_region_multi_region,Avocados LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_baby_and_invalid_food,Baby and invalid food,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_bacon_ham_and_smallgood_products,Bacon/ham and smallgood products,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_bacon_pe_tray_with_pe_film-origin_region_multi_region,Bacon PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_baked_beans-origin_region_uk,Baked beans,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_baked_beans-origin_region_uk_import_market_mix,Baked beans,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_baked_beans_aluminium_tin-origin_region_multi_region,Baked beans aluminium tin,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_baked_goods_stores,Baked goods stores,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_bakery_and_farinaceous_products,Bakery and farinaceous products,Food/Beverages/Tobacco,Consumer Goods and Services,BEIS,Money
consumer_goods-type_bakery_products,Bakery products,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_bamboo_floor,Bamboo floor,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_bamboo_furniture,Bamboo furniture,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_bamboo_integrated_timber_tea_table,Bamboo integrated timber tea table,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_bananas,Bananas,Food/Beverages/Tobacco,Consumer Goods and Services,GEMIS,Weight
consumer_goods-type_bananas_fresh_or_chilled,Bananas (fresh or chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_bananas_ldpe_bag-origin_region_multi_region,Bananas LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_barbecue_sauce_glass_jar_with_aluminium_lid-origin_region_multi_region,Barbecue sauce glass jar with aluminium lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_barber_shops,Barber shops,Personal Care and Accessories,Consumer Goods and Services,EPA,Money
consumer_goods-type_basa_pe_tray_with_pe_film-origin_region_multi_region,Basa PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_bathroom_components,Bathroom components,Furnishings and Household,Consumer Goods and Services,CAEP,Area
consumer_goods-type_baths_showers_shower_areas_washbasins,Baths / showers / shower areas / washbasins,Furnishings and Household,Consumer Goods and Services,OEKOBAUDAT,Area
consumer_goods-type_beans_pinto_usa_dried-origin_region_multi_region,Beans pinto USA dried,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_beauty_products_perfumes_and_deodorants,Beauty products/perfumes and deodorants,Personal Care and Accessories,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_beauty_salons,Beauty salons,Personal Care and Accessories,Consumer Goods and Services,EPA,Money
consumer_goods-type_beef_burgers_pe_tray_with_pe_film-origin_region_multi_region,Beef burgers PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_beef_pe_tray_with_pe_film-origin_region_multi_region,Beef PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_beer,Beer,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_beer_consumed_off_licensed_premises,Beer consumed off licensed premises,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_beer_consumed_on_licensed_premises,Beer consumed on licensed premises,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_beer_soft_drinks_and_fruit_juices,Beer / soft drinks and fruit juices,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_beer_wine_and_liquor_stores,Beer/wine and liquor stores,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_beet_sugar,Beet sugar manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_berry_fruit_kiwifruit_and_grapes_fresh_or_chilled,Berry fruit/kiwifruit and grapes (fresh or chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_beverages,Beverages,Food/Beverages/Tobacco,Consumer Goods and Services,EXIOBASE,Money
consumer_goods-type_blind_and_shade,Blind and shade manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_blinds_shades_and_curtain_fixtures,Blinds / shades and curtain fixtures,Furnishings and Household,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_book_publishers,Book publishers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_books,Books,Recreation and Culture,Consumer Goods and Services,"Market Economics Limited,EPA","Money,Money"
consumer_goods-type_books_newspapers_magazines_other_print_media,Books/newspapers/magazines and other print media,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_books_printing,Books printing,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_bottled_water,Bottled water manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_bowling_centers,Bowling centers,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_boys_clothing_excluding_headwear_and_neckwear,Boys' clothing (excluding headwear and neckwear),Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_brassica_fresh_or_chilled,Brassica (fresh or chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_bread,Bread,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_bread,Bread (wheat mix),Food/Beverages/Tobacco,Consumer Goods and Services,GEMIS,Weight
consumer_goods-type_bread_ldpe_bag-origin_region_multi_region,Bread LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_bread_other_baked_goods,Bread and other baked goods,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_bread_rolls_and_flatbreads,Bread / rolls and flatbreads,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_breakfast_cereal_and_other_cereal_products,Breakfast cereal and other cereal products,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_breakfast_cereals,Breakfast cereals,Food/Beverages/Tobacco,Consumer Goods and Services,"Market Economics Limited,EPA","Money,Money"
consumer_goods-type_breweries_beer,Breweries,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_breweries_beer,Breweries and beer,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_brioche_ldpe_bag-origin_region_multi_region,Brioche LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_broadcasting_programming_and_programme_distribution_services,Broadcasting/programming and programme distribution services,Recreation and Culture,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_broadwoven_fabric_mills,Broadwoven fabric mills,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_broccoli_ldpe_bag-origin_region_multi_region,Broccoli LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_broom_brush_and_mop,Broom/brush and mop manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_burial_casket,Burial casket manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_butter,Butter,Food/Beverages/Tobacco,Consumer Goods and Services,"GEMIS,Market Economics Limited","Weight,Money"
consumer_goods-type_butter-origin_region_multi_region,Butter,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_butter_and_dry_and_canned_dairy_products,Butter and dry and canned dairy products,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_butter_pp_tub_with_ldpe_lid-origin_region_multi_region,Butter PP tub with LDPE lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cabbages_ldpe_bag-origin_region_multi_region,Cabbages LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cable_subscription_programming,Cable and other subscription programming,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_cakes_and_biscuits,Cakes and biscuits,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_cane_sugar,Cane sugar manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_cannabis_products_except_seeds_plants_and_plant_parts,Cannabis products (except seeds / plants and plant parts),Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_canned_baked_beans_spaghetti_and_other_canned_meals,Canned baked beans/spaghetti and other canned meals,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_canned_bottled_and_frozen_fruit,Canned/bottled and frozen fruit,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_canned_carrots-origin_region_uk,Canned carrots,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_carrots-origin_region_uk_import_market_mix,Canned carrots,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_green_beans-origin_region_uk,Canned green beans,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_green_beans-origin_region_uk_import_market_mix,Canned green beans,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_peas_shelled_fresh_peas_not_dried-origin_region_uk,Canned peas shelled (fresh peas - not dried),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_peas_shelled_fresh_peas_not_dried-origin_region_uk_import_market_mix,Canned peas shelled (fresh peas - not dried),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_peas_shelled_from_dried_peas-origin_region_uk,Canned peas shelled (from dried peas),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_peas_shelled_from_dried_peas-origin_region_uk_import_market_mix,Canned peas shelled (from dried peas),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_pulses_shelled-origin_region_uk,Canned (pulses shelled),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_pulses_shelled-origin_region_uk_import_market_mix,Canned (pulses shelled),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_spinach-origin_region_uk,Canned spinach,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_spinach-origin_region_uk_import_market_mix,Canned spinach,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_sweet_corn-origin_region_uk,Canned sweet corn,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_sweet_corn-origin_region_uk_import_market_mix,Canned sweet corn,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_canned_vegetables,Canned vegetables,Food/Beverages/Tobacco,Consumer Goods and Services,GEMIS,Weight
consumer_goods-type_carbonated_and_non_carbonated_drinks_bottled_water_and_ice,Carbonated and non-carbonated drinks / bottled water and ice,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_carpets_rugs,Carpets and rugs,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_carrots_ldpe_bag-origin_region_multi_region,Carrots LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cashew_nut-origin_region_multi_region,Cashew nut,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cashew_nuts_ldpe_bag-origin_region_multi_region,Cashew nuts LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_casinos_except_casino_hotels,Casinos (except casino hotels),Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_cauliflower_ldpe_bag-origin_region_multi_region,Cauliflower LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cheese,Cheese,Food/Beverages/Tobacco,Consumer Goods and Services,"GEMIS,Market Economics Limited,EPA","Weight,Money,Money"
consumer_goods-type_cheese-origin_region_global,Cheese,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cheese-origin_region_multi_region,Cheese,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cheese_and_cheese_products,Cheese and cheese products,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_chicken_pe_tray_with_pe_film-origin_region_multi_region,Chicken PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_childrens_and_infants_clothing_stores,Children's and infants' clothing stores,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_childrens_and_infants_footwear,Children's and infants' footwear,Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_chocolate,Chocolate,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_chocolate_and_confectionery_manufacturing_from_cacao_beans,Chocolate and confectionery manufacturing from cacao beans,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_chocolate_except_confectionery,Chocolate (except confectionery),Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_chopped_tomatoes_aluminium_tin-origin_region_multi_region,Chopped tomatoes aluminium tin,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cigarette,Cigarettes,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_cigarettes,Cigarettes,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_cigarettes_cigars_chewing_and_smoking_tobacco,Cigarettes / cigars / chewing and smoking tobacco,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_citrus_fruit_fresh_or_chilled,Citrus fruit (fresh or chilled),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_cleaning_products,Cleaning products,Furnishings and Household,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_clothing,Clothing,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_clothing_accessories,Clothing accessories,Clothing and Footwear,Consumer Goods and Services,"OpenIO-Canada,Market Economics Limited","Money,Money"
consumer_goods-type_clothing_accessories_stores,Clothing accessories stores,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_clothing_clothing_accessories_stores,Clothing and clothing accessories stores,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_clothing_nfd,Clothing nfd,Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_clothing_open_loop_source,Clothing (open-loop recycled source),Clothing and Footwear,Consumer Goods and Services,BEIS,Weight
consumer_goods-type_clothing_primary_material_production,Clothing (Primary material production),Clothing and Footwear,Consumer Goods and Services,BEIS,Weight
consumer_goods-type_clothing_reused,Clothing (Re-used),Clothing and Footwear,Consumer Goods and Services,BEIS,Weight
consumer_goods-type_clothing_services,Clothing services,Clothing and Footwear,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_cocoa_and_other_powdered_hot_drinks,Cocoa and other powdered hot drinks,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_cocoa_chocolate-origin_region_global,Cocoa (chocolate),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_coconut_milk_pet_bottle_with_pp_lid-origin_region_multi_region,Coconut milk PET bottle with PP lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_coconut_yoghurt_pp_tub_with_ldpe_lid-origin_region_multi_region,Coconut yoghurt PP tub with LDPE lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_coffee,Coffee,Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_coffee-origin_region_global,Coffee,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_coffee_and_tea,Coffee and tea,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_coffee_tea,Coffee and tea,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_coin_operated_laundries_and_drycleaners,Coin-operated laundries and drycleaners,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_combined_oil_blended_vegetable_oils-origin_region_multi_region,Combined oil (blended vegetable oils),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_combined_oil_mix_of_olive_oil_and_seeds_oil-origin_region_multi_region,Combined oil (mix of olive oil and seeds oil),Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_commercial_bakeries,Commercial bakeries,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_commercial_printing_except_screen_and_books,Commercial printing (except screen and books),Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_commercial_screen_printing,Commercial screen printing,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_composite_wood_floor,Composite wood floor,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_concentrated_detergent,Concentrated detergent,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_confectionery_and_nut_stores,Confectionery and nut stores,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_confectionery_manufacturing_from_purchased_chocolate,Confectionery manufacturing from purchased chocolate,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_confectionery_products,Confectionery products,Food/Beverages/Tobacco,Consumer Goods and Services,"OpenIO-Canada,Market Economics Limited","Money,Money"
consumer_goods-type_contract_production_of_live_performing_arts_performances_live_sporting_events_and_copyrighted_works,Contract production of live performing arts performances / live sporting events and copyrighted works,Recreation and Culture,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_convenience_stores,Convenience stores,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_cookies_crackers_and_baked_sweet_goods,Cookies / crackers and baked sweet goods,Food/Beverages/Tobacco,Consumer Goods and Services,OpenIO-Canada,Money
consumer_goods-type_cookies_crackers_pastas_tortillas,Cookie and cracker manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_cookies_crackers_pastas_tortillas,Cookies/crackers/pastas and tortillas,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_corn_products,Corn products,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_cornflour_ldpe_bag-origin_region_multi_region,Cornflour LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cotton_breathable_jacket,Cotton breathable jacket,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_cotton_clothing,Cotton clothing,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_cotton_jacket,Cotton jacket,Clothing and Footwear,Consumer Goods and Services,CAEP,Number
consumer_goods-type_cotton_polo_shirt,Cotton polo shirt,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_cotton_t_shirt,Cotton t-shirt,Clothing and Footwear,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_cows_cheese_pe_tray_with_pe_film-origin_region_multi_region,Cows cheese PE tray with PE film,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cream-origin_region_multi_region,Cream,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_cream_pp_tub_with_ldpe_lid-origin_region_multi_region,Cream PP tub with LDPE lid,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_creamery_butter,Creamery butter manufacturing,Food/Beverages/Tobacco,Consumer Goods and Services,EPA,Money
consumer_goods-type_creative_arts_and_entertainment_services,Creative arts and entertainment services,Recreation and Culture,Consumer Goods and Services,BEIS,Money
consumer_goods-type_cucumbers_ldpe_bag-origin_region_multi_region,Cucumbers LDPE bag,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_curtains_linens,Curtains and linens,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_custard_aluminium_tin-origin_region_multi_region,Custard aluminium tin,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_custom_architectural_woodwork_and_millwork,Custom architectural woodwork and millwork manufacturing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_cut_and_sew_apparel_contractors,Cut and sew apparel contractors,Clothing and Footwear,Consumer Goods and Services,EPA,Money
consumer_goods-type_cut_stock_resawing_lumber_and_planing,Cut stock/resawing lumber and planing,Furnishings and Household,Consumer Goods and Services,EPA,Money
consumer_goods-type_dairy_products,Dairy products,Food/Beverages/Tobacco,Consumer Goods and Services,"EXIOBASE,BEIS","Money,Money"
consumer_goods-type_dance_companies,Dance companies,Recreation and Culture,Consumer Goods and Services,EPA,Money
consumer_goods-type_dark_chocolate_pp_wrapping-origin_region_multi_region,Dark chocolate PP wrapping,Food/Beverages/Tobacco,Consumer Goods and Services,WRAP,Weight
consumer_goods-type_decorative_paint,Decorative paint,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_denim_jacket,Denim jacket,Clothing and Footwear,Consumer Goods and Services,CAEP,Number
consumer_goods-type_desserts_and_dessert_preparations_excluding_milk_based,Desserts and dessert preparations (excluding milk based),Food/Beverages/Tobacco,Consumer Goods and Services,Market Economics Limited,Money
consumer_goods-type_detergent,Detergent,Furnishings and Household,Consumer Goods and Services,CAEP,Weight
consumer_goods-type_diet_and_weight_reducing_centers,Diet and weight reducing centers,Personal Care and Accessories,Consumer Goods and Services,EPA,Money
