activity_id,name,category,sector,source,unit_type
electricity-supply_grid-source_supplier_mix-supplier_ameren_corporation_ameren_illinois,Electricity supplied from grid - supplier Ameren Corporation Ameren Illinois,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_ameren_corporation_ameren_missouri,Electricity supplied from grid - supplier Ameren Corporation Ameren Missouri,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_aep_ohio,Electricity supplied from grid - supplier American Electric Power AEP Ohio,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_appalachian_power_company,Electricity supplied from grid - supplier American Electric Power Appalachian Power Company,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_appalachian_power_company_kingsport_power,Electricity supplied from grid - supplier American Electric Power Appalachian Power Company - Kingsport Power,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_appalachian_power_company_wheeling_power,Electricity supplied from grid - supplier American Electric Power Appalachian Power Company - Wheeling Power,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_indiana_michigan_power_company,Electricity supplied from grid - supplier American Electric Power Indiana Michigan Power Company,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_kentucky_power_company,Electricity supplied from grid - supplier American Electric Power Kentucky Power Company,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_public_service_company_of_oklahoma,Electricity supplied from grid - supplier American Electric Power Public Service Company of Oklahoma,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_southwestern_electric_power_company,Electricity supplied from grid - supplier American Electric Power Southwestern Electric power Company,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_avista_corporation_avista_utilities,Electricity supplied from grid - supplier Avista Corporation Avista Utilities,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_black_hills_energy,Electricity supplied from grid - supplier Black Hills Energy,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_boost,Electricity supplied from grid - supplier Boost,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_british_gas,Electricity supplied from grid - supplier British Gas,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_bulb,Electricity supplied from grid - supplier Bulb,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_clp_power_hong_kong_limited,Electricity supplied from grid - supplier CLP Power Hong Kong Limited,Electricity,Energy,CLP Group,Energy
electricity-supply_grid-source_supplier_mix-supplier_cms_energy_consumers_energy,Electricity supplied from grid - supplier CMS Energy Consumers Energy,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_dominion_energy,Electricity supplied from grid - supplier Dominion Energy,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_dominion_energy_south_carolina_electric_and_gas,Electricity supplied from grid - supplier Dominion Energy South Carolina Electric & Gas,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_dominion_energy_virginia,Electricity supplied from grid - supplier Dominion Energy Virginia,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_dte_energy,Electricity supplied from grid - supplier DTE Energy,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_carolinas,Electricity supplied from grid - supplier Duke Energy Carolinas,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_corporation,Electricity supplied from grid - supplier Duke Energy Corporation,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_florida,Electricity supplied from grid - supplier Duke Energy Florida,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_indiana,Electricity supplied from grid - supplier Duke Energy Indiana,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_kentucky,Electricity supplied from grid - supplier Duke Energy Kentucky,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_ohio,Electricity supplied from grid - supplier Duke Energy Ohio,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_progress,Electricity supplied from grid - supplier Duke Energy Progress,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_duquesne_light_company,Electricity supplied from grid - supplier Duquesne Light Company,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_e,Electricity supplied from grid - supplier E,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_e.on,Electricity supplied from grid - supplier e.on,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_e.on_next,Electricity supplied from grid - supplier e.on next,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_ecotricity,Electricity supplied from grid - supplier Ecotricity,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_edf_energy,Electricity supplied from grid - supplier EDF Energy,Electricity,Energy,Electricity Info,Energy
electricity-supply_grid-source_supplier_mix-supplier_edison_international_southern_california_edison,Electricity supplied from grid - supplier Edison International Southern California Edison,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_el_paso_electric_company,Electricity supplied from grid - supplier El Paso Electric Company,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_emera_tampa_electric,Electricity supplied from grid - supplier Emera Tampa Electric,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_entergy_corporation_entergy_arkansas,Electricity supplied from grid - supplier Entergy Corporation Entergy Arkansas,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_entergy_corporation_entergy_louisiana,Electricity supplied from grid - supplier Entergy Corporation Entergy Louisiana,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_entergy_corporation_entergy_mississippi,Electricity supplied from grid - supplier Entergy Corporation Entergy Mississippi,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_entergy_corporation_entergy_new_orleans,Electricity supplied from grid - supplier Entergy Corporation Entergy New Orleans,Electricity,Energy,EEI,Energy
electricity-supply_grid-source_supplier_mix-supplier_entergy_corporation_entergy_texas,Electricity supplied from grid - supplier Entergy Corporation Entergy Texas,Electricity,Energy,EEI,Energy
